Date,Open,High,Low,Close,Volume,Change
2020-01-02,4810,5000,4790,4815,3944,0.0
2020-01-03,4805,4965,4785,4820,5738,0.0010384215991692258
2020-01-06,4735,4800,4625,4715,11529,-0.021784232365145262
2020-01-07,4820,4820,4665,4790,3876,0.01590668080593849
2020-01-08,4840,4840,4630,4650,4462,-0.029227557411273475
2020-01-09,4750,4965,4750,4780,10967,0.027956989247311936
2020-01-10,4850,4850,4715,4725,2655,-0.011506276150627603
2020-01-13,4780,4780,4665,4730,6892,0.0010582010582009804
2020-01-14,4850,4930,4750,4855,1867,0.026427061310782207
2020-01-15,4940,4940,4745,4790,1323,-0.013388259526261548
2020-01-16,4790,4980,4755,4980,2740,0.039665970772442494
2020-01-17,4970,5030,4850,4860,15631,-0.02409638554216864
2020-01-20,4860,4860,4780,4840,6499,-0.004115226337448541
2020-01-21,4900,4900,4730,4730,2581,-0.022727272727272707
2020-01-22,4880,4950,4830,4950,2557,0.04651162790697683
2020-01-23,4990,4990,4855,4970,268,0.004040404040404066
2020-01-28,4735,4930,4735,4930,416,-0.008048289738430636
2020-01-29,4955,4955,4790,4940,1279,0.0020283975659229903
2020-01-30,4940,4940,4750,4870,2175,-0.014170040485829927
2020-01-31,4965,4965,4800,4925,336,0.011293634496919891
2020-02-03,4750,4840,4710,4840,1284,-0.017258883248730927
2020-02-04,4755,4840,4755,4825,3795,-0.0030991735537190257
2020-02-05,4830,4900,4775,4865,4351,0.008290155440414448
2020-02-06,4815,5220,4815,5220,8304,0.0729701952723536
2020-02-07,5090,5700,5020,5500,10874,0.05363984674329503
2020-02-10,5570,6000,5570,5660,11146,0.029090909090909056
2020-02-11,5890,5950,5630,5780,7908,0.021201413427561766
2020-02-12,5770,5870,5620,5730,3491,-0.00865051903114189
2020-02-13,5850,5900,5620,5710,2291,-0.003490401396160525
2020-02-14,5640,5780,5640,5670,926,-0.007005253940455369
2020-02-17,5710,5710,5580,5670,1165,0.0
2020-02-18,5680,5680,5580,5580,758,-0.015873015873015928
2020-02-19,5780,5780,5520,5710,349,0.023297491039426577
2020-02-20,5900,6080,5680,6080,3723,0.06479859894921192
2020-02-21,6070,6070,5760,5830,3263,-0.041118421052631526
2020-02-24,5540,5690,5510,5690,2020,-0.02401372212692965
2020-02-25,6000,6000,5490,5680,4370,-0.0017574692442882123
2020-02-26,5670,5900,5620,5690,2380,0.0017605633802817433
2020-02-27,5750,5800,5600,5600,919,-0.01581722319859402
2020-02-28,5520,5520,5190,5420,2038,-0.03214285714285714
2020-03-02,5420,5420,5200,5350,1639,-0.01291512915129156
2020-03-03,5600,5600,5260,5540,154,0.03551401869158877
2020-03-04,5440,5440,5320,5340,1617,-0.03610108303249093
2020-03-05,5380,5420,5300,5350,235,0.001872659176029856
2020-03-06,5340,5340,5310,5340,27,-0.0018691588785046953
2020-03-09,5340,5340,5120,5120,476,-0.041198501872659166
2020-03-10,5090,5480,4935,5480,836,0.0703125
2020-03-11,5480,5480,5050,5200,1006,-0.051094890510948954
2020-03-12,5020,5020,4710,4805,1615,-0.07596153846153841
2020-03-13,4310,4770,4180,4770,2814,-0.007284079084287187
2020-03-16,4675,4675,4355,4535,1543,-0.04926624737945495
2020-03-17,4390,4390,4175,4340,881,-0.04299889746416763
2020-03-18,4340,4500,3900,3900,2823,-0.10138248847926268
2020-03-19,3765,4200,3515,3740,2407,-0.04102564102564099
2020-03-20,4000,4000,3720,3875,1751,0.03609625668449201
2020-03-23,3740,3740,3510,3580,1052,-0.07612903225806456
2020-03-24,3600,3940,3600,3825,2153,0.06843575418994408
2020-03-25,3850,3990,3810,3920,4804,0.024836601307189454
2020-03-26,3865,4030,3835,3930,1985,0.0025510204081633514
2020-03-27,4100,4100,3930,4085,3190,0.0394402035623409
2020-03-30,4580,4580,4210,4210,755,0.030599755201958345
2020-03-31,4200,4200,4125,4150,2771,-0.014251781472684133
2020-04-01,4150,4245,4130,4145,3507,-0.001204819277108471
2020-04-02,4020,4250,4020,4180,696,0.008443908323281013
2020-04-03,4250,4250,4170,4170,8,-0.0023923444976076125
2020-04-06,4200,4300,4145,4275,1469,0.02517985611510798
2020-04-07,4600,4600,4280,4380,572,0.024561403508772006
2020-04-08,4580,4580,4545,4560,451,0.041095890410958846
2020-04-09,4940,4940,4410,4410,3945,-0.03289473684210531
2020-04-10,4500,4545,4410,4495,124,0.01927437641723362
2020-04-13,4550,4600,4320,4320,316,-0.03893214682981094
2020-04-14,4490,4490,4345,4440,540,0.02777777777777768
2020-04-16,4440,4760,4440,4500,56,0.013513513513513598
2020-04-17,4510,4660,4420,4510,1331,0.0022222222222221255
2020-04-20,4500,4500,4425,4445,747,-0.014412416851441234
2020-04-21,4445,4530,4400,4425,94,-0.004499437570303688
2020-04-22,4425,4495,4425,4430,31,0.001129943502824915
2020-04-23,4430,4440,4400,4425,407,-0.0011286681715575453
2020-04-24,4425,4515,4425,4450,66,0.005649717514124353
2020-04-27,4440,4445,4400,4400,176,-0.011235955056179803
2020-04-28,4400,4400,4375,4395,525,-0.001136363636363602
2020-04-29,4395,4420,4395,4415,46,0.004550625711035261
2020-05-04,4535,4535,4400,4440,1214,0.005662514156285381
2020-05-06,4440,4460,4430,4440,50,0.0
2020-05-07,4425,4590,4425,4555,2227,0.025900900900900803
2020-05-08,4700,4890,4555,4665,637,0.02414928649835346
2020-05-11,4795,4795,4570,4680,170,0.003215434083601254
2020-05-12,4945,4945,4590,4600,164,-0.017094017094017144
2020-05-13,4635,4635,4460,4575,211,-0.005434782608695676
2020-05-14,4530,4605,4505,4605,112,0.006557377049180246
2020-05-15,4610,4610,4505,4505,146,-0.021715526601520097
2020-05-18,4530,4595,4500,4520,1251,0.0033296337402886067
2020-05-19,4700,4700,4525,4645,445,0.02765486725663724
2020-05-20,4925,4925,4735,4735,54,0.019375672766415608
2020-05-21,4785,4785,4680,4720,1973,-0.0031678986272439813
2020-05-22,4815,4840,4645,4715,233,-0.0010593220338983578
2020-05-25,4820,4820,4600,4605,693,-0.02332979851537642
2020-05-26,4625,4650,4625,4645,953,0.008686210640608039
2020-05-27,4720,4720,4600,4670,1227,0.005382131324004336
2020-05-28,4840,4840,4605,4640,1089,-0.0064239828693790635
