Date,Open,High,Low,Close,Volume,Change
2020-01-02,7760,7790,7630,7630,3928,-0.018018018018018056
2020-01-03,7770,7770,7620,7620,4150,-0.001310615989515096
2020-01-06,7620,7660,7510,7560,3942,-0.007874015748031482
2020-01-07,7640,7730,7410,7610,4184,0.006613756613756516
2020-01-08,7690,7730,7400,7410,8823,-0.026281208935611033
2020-01-09,7590,8850,7440,7630,575385,0.029689608636977116
2020-01-10,7690,7960,7510,7560,54308,-0.00917431192660545
2020-01-13,7570,7780,7540,7620,11659,0.007936507936507908
2020-01-14,7600,7720,7520,7550,19373,-0.009186351706036766
2020-01-15,7550,7690,7520,7620,5945,0.009271523178807861
2020-01-16,7620,7640,7540,7610,3162,-0.001312335958005284
2020-01-17,7600,7680,7560,7620,3546,0.0013140604467805073
2020-01-20,7620,7620,7520,7570,9180,-0.006561679790026198
2020-01-21,7530,7590,7440,7480,9325,-0.011889035667106973
2020-01-22,7560,7590,7470,7540,1908,0.008021390374331583
2020-01-23,7580,7580,7490,7540,1802,0.0
2020-01-28,7540,7540,7310,7360,13279,-0.023872679045092826
2020-01-29,7480,7480,7360,7450,3034,0.012228260869565188
2020-01-30,7470,7540,7350,7380,4161,-0.00939597315436247
2020-01-31,7440,7440,7220,7230,5864,-0.020325203252032575
2020-02-03,7060,7230,7000,7120,11214,-0.015214384508990264
2020-02-04,7200,7450,7120,7360,3412,0.03370786516853941
2020-02-05,7470,7490,7270,7430,12158,0.009510869565217295
2020-02-06,7530,7580,7400,7480,7178,0.006729475100942128
2020-02-07,7500,7710,7470,7580,25178,0.013368983957219305
2020-02-10,7600,7690,7500,7500,7279,-0.01055408970976257
2020-02-11,7480,7750,7480,7720,21380,0.029333333333333433
2020-02-12,7720,7910,7700,7820,20221,0.012953367875647714
2020-02-13,7840,7840,7640,7680,13567,-0.01790281329923271
2020-02-14,7700,8950,7700,7980,590457,0.0390625
2020-02-17,7980,8080,7810,7920,51905,-0.007518796992481258
2020-02-18,7980,8470,7840,7960,74330,0.005050505050504972
2020-02-19,7920,8270,7850,8010,26519,0.00628140703517599
2020-02-20,7910,7970,7720,7810,22530,-0.024968789013732784
2020-02-21,7740,7810,7540,7550,12570,-0.033290653008962834
2020-02-24,7480,7810,7330,7600,26213,0.0066225165562914245
2020-02-25,7610,7710,7350,7670,11245,0.009210526315789558
2020-02-26,7590,7940,7520,7860,11395,0.024771838331160367
2020-02-27,7790,7870,7530,7550,7898,-0.039440203562341014
2020-02-28,7540,7540,7200,7260,32689,-0.03841059602649011
2020-03-02,7250,7410,7110,7360,9233,0.01377410468319562
2020-03-03,7480,7500,7280,7370,6613,0.0013586956521738358
2020-03-04,7230,7550,7230,7410,6101,0.005427408412483015
2020-03-05,7370,7640,7370,7500,11403,0.012145748987854255
2020-03-06,7500,7530,7330,7430,4301,-0.009333333333333305
2020-03-09,7390,7470,7080,7190,9289,-0.032301480484522194
2020-03-10,7470,7470,7020,7150,11698,-0.0055632823365785455
2020-03-11,7130,7390,7070,7090,10586,-0.008391608391608352
