Date,Open,High,Low,Close,Volume,Change
2020-01-02,15140,15466,15010,15271,22527,0.008652575957727837
2020-01-03,15271,15532,15205,15401,17339,0.008512867526684564
2020-01-06,15271,15271,14944,15140,14006,-0.016946951496656038
2020-01-07,15140,15336,14814,15010,22167,-0.008586525759577301
2020-01-08,14879,15010,14553,14683,18127,-0.021785476349100552
2020-01-09,14748,15010,14683,14748,8628,0.0044268882380984476
2020-01-10,14814,15010,14748,14944,8798,0.013289937618660153
2020-01-13,14814,15401,14748,15336,18632,0.02623126338329773
2020-01-14,15205,15401,15205,15401,12860,0.004238393322900436
2020-01-15,15401,15466,15205,15466,12495,0.0042205051620025635
2020-01-16,15466,16250,15466,16184,59169,0.046424414845467554
2020-01-17,16511,17685,16445,17294,204720,0.06858625803262486
2020-01-20,17163,17359,16902,17228,66811,-0.0038163524921938086
2020-01-21,17359,17816,16967,17685,73155,0.026526584629672723
2020-01-22,17751,18142,17424,18077,57018,0.022165677127509165
2020-01-23,17816,18599,17751,18273,45471,0.010842507053161476
2020-01-28,17424,18012,17163,17751,78532,-0.02856673780988339
2020-01-29,17881,18990,17489,18925,84117,0.06613711903554731
2020-01-30,18990,18990,17555,18142,80217,-0.04137384412153233
2020-01-31,18207,18534,17359,17685,64028,-0.025190166464557406
2020-02-03,17294,18338,16967,17946,55884,0.014758269720101858
2020-02-04,17816,18273,17620,17946,22747,0.0
2020-02-05,18142,18207,17424,17620,38076,-0.01816560793491584
2020-02-06,17685,18207,17489,17685,21371,0.003688989784335961
2020-02-07,17685,17946,17489,17685,12447,0.0
2020-02-10,17685,17881,17424,17881,17760,0.011082838563754693
2020-02-11,17946,18077,17555,17751,25343,-0.007270286896705946
2020-02-12,17751,18207,17685,18142,34763,0.02202692806039086
2020-02-13,18077,18599,17946,18207,40059,0.003582846433689779
2020-02-14,18207,18468,18012,18273,47371,0.0036249794035261296
2020-02-17,18403,18925,18012,18925,77014,0.03568105948667433
2020-02-18,18925,19708,18142,18273,124433,-0.03445178335535004
2020-02-19,18273,18599,18012,18338,27059,0.0035571608383955233
2020-02-20,18338,18403,18012,18077,41265,-0.014232740756898288
2020-02-21,17946,18142,17228,17228,50670,-0.04696575759252086
2020-02-24,17228,17228,16250,16772,52555,-0.026468539586719242
2020-02-25,16772,17489,16576,17489,30653,0.042749821130455556
2020-02-26,16641,17620,16641,17163,15890,-0.018640288181142384
2020-02-27,17098,17424,16641,16967,34774,-0.011419914933286757
2020-02-28,16641,17098,15858,16119,42309,-0.04997937172157718
2020-03-02,15988,16511,15793,16184,23479,0.004032508220112918
2020-03-03,16706,17098,16250,16315,18455,0.008094414236282654
2020-03-04,16184,16706,16054,16576,10572,0.015997548268464667
2020-03-05,16706,17098,16706,16772,13650,0.011824324324324342
2020-03-06,16772,16837,16250,16380,10120,-0.023372287145242088
2020-03-09,16054,16054,15532,15532,23209,-0.05177045177045181
2020-03-10,15336,15727,15075,15466,34290,-0.004249291784702569
2020-03-11,15401,15662,14553,14618,39237,-0.05482994956679166
2020-03-12,14292,14487,13313,13443,54555,-0.080380352989465
2020-03-13,12725,13378,11551,13026,86070,-0.03101986163802728
2020-03-16,13052,13182,11746,11746,87508,-0.09826500844464914
2020-03-17,11420,12256,11094,12190,51075,0.03780010216243834
2020-03-18,12151,12934,11916,11916,38955,-0.022477440525020542
2020-03-19,12530,12530,9789,10441,85072,-0.12378314870761997
2020-03-20,10533,11094,10376,10833,90537,0.037544296523321474
2020-03-23,10689,10689,9776,9906,35411,-0.08557186374965386
2020-03-24,9945,10415,9932,10350,25295,0.0448213204118717
2020-03-25,10794,11185,10598,11016,33031,0.06434782608695655
2020-03-26,11211,11746,11016,11446,29183,0.03903413217138718
2020-03-27,11720,11838,11068,11355,30430,-0.007950375677092447
2020-03-30,11094,11616,10663,11472,32970,0.010303830911492673
2020-03-31,12386,12660,11760,12269,33044,0.06947350069735014
2020-04-01,12242,12791,11916,11929,27679,-0.027712119977178262
2020-04-02,11929,12034,11525,12034,13365,0.008802078967222737
2020-04-03,12256,12530,11746,12034,9737,0.0
2020-04-06,12229,12608,12138,12425,9756,0.032491274721622165
2020-04-07,12791,12895,12425,12621,23094,0.015774647887323967
2020-04-08,12530,12778,12177,12725,16238,0.008240234529752088
2020-04-09,12752,13182,12752,13117,25297,0.030805500982318268
2020-04-10,13182,13704,13000,13443,21848,0.024853243881985287
2020-04-13,13639,13639,13117,13117,15267,-0.02425053931414123
2020-04-14,13378,13509,13117,13247,12018,0.009910802775024763
2020-04-16,13052,13443,12934,13052,15125,-0.014720314033366044
2020-04-17,13443,13704,13378,13509,21378,0.03501379098988666
2020-04-20,13509,13900,13378,13574,31871,0.0048116070767636465
2020-04-21,13574,13574,12856,13182,59825,-0.02887873876528657
2020-04-22,13052,13247,12725,13247,10874,0.004930966469427922
2020-04-23,13313,16054,13313,14422,456710,0.08869932814976966
2020-04-24,14292,14357,13770,13770,43357,-0.045208708916932516
2020-04-27,13770,15858,13639,15205,282766,0.10421205519244725
2020-04-28,15336,15662,15010,15205,64916,0.0
2020-04-29,15271,15401,15075,15075,25139,-0.008549819138441328
2020-05-04,15075,15271,14683,14944,30375,-0.008689883913764462
2020-05-06,15205,15662,14944,15662,29858,0.04804603854389722
2020-05-07,15858,15858,15205,15466,28333,-0.012514365981356135
2020-05-08,15532,15727,15336,15662,52714,0.012672960041381076
