Date,Open,High,Low,Close,Volume,Change
2020-01-02,61400,65000,58400,59800,277146,-0.043200000000000016
2020-01-03,58100,59400,54600,55300,170636,-0.07525083612040129
2020-01-06,54000,60400,50100,54500,449100,-0.01446654611211573
2020-01-07,55500,58000,54000,57000,239504,0.04587155963302747
2020-01-08,58900,62700,54500,56600,488484,-0.007017543859649145
2020-01-09,57400,60200,56900,59300,184443,0.04770318021201403
2020-01-10,58400,60700,57500,60100,204828,0.013490725126475533
2020-01-13,69400,76300,63200,63900,639020,0.06322795341098164
2020-01-14,62100,70000,60500,65300,393608,0.021909233176838905
2020-01-15,66700,73300,65300,71000,521988,0.08728943338437989
2020-01-16,69600,72500,69100,70800,200006,-0.0028169014084507005
2020-01-17,69400,72100,69200,70000,174401,-0.011299435028248594
2020-01-20,69200,73400,67000,69800,236216,-0.0028571428571428914
2020-01-21,69600,70100,66000,66300,93493,-0.05014326647564471
2020-01-22,67000,70400,66200,67600,97801,0.019607843137254832
2020-01-23,66900,69700,66500,67200,56127,-0.00591715976331364
2020-01-28,62600,65000,61500,63700,70032,-0.05208333333333337
2020-01-29,64500,67400,63700,64000,53946,0.0047095761381474865
2020-01-30,63400,64000,61700,63000,31887,-0.015625
2020-01-31,63000,69900,62500,67500,324630,0.0714285714285714
2020-02-03,72300,84500,69300,78500,1054279,0.16296296296296298
2020-02-04,79500,87400,76200,79400,1107031,0.01146496815286624
2020-02-05,79400,81300,74200,75600,282749,-0.04785894206549124
2020-02-06,74200,77800,72000,72000,124323,-0.04761904761904767
2020-02-07,72000,76700,71000,71000,131517,-0.01388888888888884
2020-02-10,69100,70900,66500,67200,76554,-0.05352112676056342
2020-02-11,68100,68100,63900,68000,87336,0.011904761904761862
2020-02-12,67500,76000,67300,73400,373038,0.07941176470588229
2020-02-13,72000,78900,71400,75400,447741,0.027247956403269713
2020-02-14,75500,76200,71200,71300,158859,-0.05437665782493373
2020-02-17,69500,72400,69500,70800,33127,-0.007012622720897643
2020-02-18,69600,70100,64200,68300,94171,-0.035310734463276816
2020-02-19,67000,68900,64100,67300,79647,-0.014641288433382083
2020-02-20,68000,71700,65900,65900,89264,-0.0208023774145617
2020-02-21,66200,67000,63800,64200,45902,-0.025796661608497695
2020-02-24,62000,63000,59800,59800,36762,-0.06853582554517135
2020-02-25,57300,62600,57000,60600,29907,0.013377926421404673
2020-02-26,58300,74900,58100,65200,596655,0.07590759075907583
2020-02-27,65100,71100,62700,62700,284639,-0.03834355828220859
