Date,Open,High,Low,Close,Volume,Change
2020-01-02,35450,35450,34900,34900,146404,-0.008522727272727293
2020-01-03,34950,35050,33450,33950,377485,-0.027220630372492782
2020-01-06,33900,33900,32900,32950,175663,-0.02945508100147276
2020-01-07,33100,33700,33100,33300,127382,0.01062215477996964
2020-01-08,33150,33150,32100,32350,180383,-0.028528528528528496
2020-01-09,32600,33050,32350,32800,175593,0.01391035548686248
2020-01-10,32550,33600,32200,32750,266361,-0.0015243902439023849
2020-01-13,32750,33250,32500,32950,199984,0.006106870229007688
2020-01-14,33450,34350,33150,34150,530291,0.036418816388467334
2020-01-15,34350,34400,33650,34200,214867,0.0014641288433381305
2020-01-16,34300,36000,34200,35300,556760,0.032163742690058506
2020-01-17,35250,35450,34650,35050,261418,-0.007082152974504208
2020-01-20,35100,35700,35100,35450,287889,0.011412268188302432
2020-01-21,35450,36250,35450,35750,304528,0.008462623413258097
2020-01-22,36100,36300,35450,36300,289844,0.01538461538461533
2020-01-23,36350,39400,36350,39000,1373755,0.07438016528925617
2020-01-28,37700,38350,35200,35650,1162582,-0.08589743589743593
2020-01-29,36300,37250,35800,36300,550026,0.018232819074333717
2020-01-30,36150,36800,34150,34400,677811,-0.052341597796143224
2020-01-31,34650,35150,33550,33550,419471,-0.02470930232558144
2020-02-03,32550,33500,31350,33300,605955,-0.007451564828613977
2020-02-04,33400,34700,33400,33750,476575,0.013513513513513598
2020-02-05,34050,34900,33500,34000,467531,0.007407407407407307
2020-02-06,35500,36150,34800,35500,672359,0.044117647058823595
2020-02-07,35450,36100,34500,35400,338872,-0.0028169014084507005
2020-02-10,35000,35100,33950,34400,375453,-0.02824858757062143
2020-02-11,34600,35350,34050,34800,443908,0.011627906976744207
2020-02-12,34700,36350,34650,36200,489878,0.04022988505747116
2020-02-13,36200,36200,35300,35450,358730,-0.02071823204419887
2020-02-14,35450,35700,34850,35100,294399,-0.009873060648801113
2020-02-17,35050,36250,34350,36250,457502,0.03276353276353272
2020-02-18,36250,37350,35300,35350,593247,-0.024827586206896513
2020-02-19,35700,36150,34800,35250,389097,-0.0028288543140028155
2020-02-20,35250,35650,33550,33900,578587,-0.03829787234042559
2020-02-21,33350,33700,32650,32850,400633,-0.030973451327433676
2020-02-24,32000,32350,31200,31750,390551,-0.0334855403348554
2020-02-25,31700,32450,31650,32300,355223,0.017322834645669305
2020-02-26,31700,32300,31200,32200,228756,-0.003095975232198178
2020-02-27,32200,32350,31450,31650,197488,-0.017080745341614856
2020-02-28,31000,31200,29350,29800,537608,-0.05845181674565558
2020-03-02,29750,30300,29050,29750,329357,-0.001677852348993314
2020-03-03,30250,30750,29500,29650,338238,-0.003361344537815114
2020-03-04,29500,30150,29150,30100,272987,0.015177065767284947
2020-03-05,30350,30500,29450,29650,562477,-0.014950166112956853
2020-03-06,29250,29250,28050,28650,562969,-0.033726812816188834
2020-03-09,28000,28050,26850,27300,414642,-0.04712041884816753
2020-03-10,26400,27350,26400,27150,490601,-0.005494505494505475
2020-03-11,27250,27400,25950,26350,445062,-0.029465930018416242
2020-03-12,26000,26000,23700,24300,927134,-0.07779886148007586
2020-03-13,20600,22700,20150,22100,1345807,-0.09053497942386834
2020-03-16,22300,22700,20850,21200,562763,-0.040723981900452455
2020-03-17,19500,21600,19500,21600,474147,0.018867924528301883
2020-03-18,21500,21900,20100,20150,492058,-0.06712962962962965
2020-03-19,20150,20800,16950,17350,638573,-0.1389578163771712
2020-03-20,17350,18600,16500,18400,836084,0.060518731988472574
2020-03-23,16900,17250,16200,16950,491309,-0.07880434782608692
2020-03-24,17300,17900,16850,17800,804501,0.05014749262536866
2020-03-25,18700,21450,18550,21250,1077339,0.1938202247191012
2020-03-26,21400,21950,20050,21150,932405,-0.004705882352941226
2020-03-27,22350,22400,19950,21100,713996,-0.0023640661938534313
2020-03-30,20100,20600,19550,20400,562936,-0.033175355450236976
2020-03-31,20800,21000,20050,20700,624238,0.014705882352941124
2020-04-01,20500,21900,20350,21100,644412,0.019323671497584627
2020-04-02,20950,21800,20000,21550,433246,0.021327014218009532
2020-04-03,21400,21700,21050,21550,295678,0.0
2020-04-06,21500,23500,21250,23400,573131,0.08584686774941996
2020-04-07,23750,25000,23550,24300,617519,0.03846153846153855
2020-04-08,23900,24300,23200,23600,451915,-0.028806584362139898
2020-04-09,24400,25950,24000,25700,1159857,0.08898305084745761
2020-04-10,26000,27150,24750,25700,864795,0.0
2020-04-13,25450,25450,24000,24350,515665,-0.05252918287937747
2020-04-14,24400,24800,24150,24550,445373,0.008213552361396204
2020-04-16,24000,24500,23500,24300,395888,-0.010183299389002087
2020-04-17,24700,25500,24600,25300,609915,0.04115226337448563
2020-04-20,25500,25700,25050,25300,299214,0.0
2020-04-21,25050,25150,23600,24350,473443,-0.03754940711462451
2020-04-22,23600,23950,23100,23650,605709,-0.028747433264887046
2020-04-23,23950,24100,23600,23700,370030,0.0021141649048626032
2020-04-24,23400,23450,22800,22800,448488,-0.03797468354430378
2020-04-27,22950,23450,22850,23350,419058,0.02412280701754388
2020-04-28,23450,23650,23050,23200,407340,-0.0064239828693790635
2020-04-29,23200,24250,23200,23650,560473,0.0193965517241379
2020-05-04,23100,23150,22650,23000,311781,-0.02748414376321351
2020-05-06,23300,23400,22900,23100,348842,0.004347826086956497
2020-05-07,22900,23000,22650,22950,290291,-0.00649350649350644
2020-05-08,22950,24700,22950,24700,816975,0.07625272331154687
2020-05-11,24750,25600,24700,25100,884998,0.0161943319838056
2020-05-12,24950,25000,23800,24050,553106,-0.041832669322709126
2020-05-13,23350,24300,23250,24300,301707,0.01039501039501034
2020-05-14,24300,24300,23050,23500,456204,-0.03292181069958844
2020-05-15,23600,23650,23150,23450,285051,-0.0021276595744680327
2020-05-18,23550,23650,23000,23450,262003,0.0
2020-05-19,24350,27000,24200,26600,2334798,0.13432835820895517
2020-05-20,26100,26550,25500,26400,732897,-0.007518796992481258
2020-05-21,26750,27200,26400,26600,706367,0.007575757575757569
2020-05-22,26350,26400,25100,25350,699663,-0.046992481203007475
2020-05-25,25400,26050,25050,26050,368792,0.027613412228796763
2020-05-26,26100,27350,25700,27300,841715,0.04798464491362764
2020-05-27,27700,27900,27150,27400,552341,0.00366300366300365
2020-05-28,27700,28100,25850,26700,638089,-0.025547445255474477
2020-05-29,26200,27100,25850,26650,401450,-0.0018726591760299671
2020-06-01,26500,27450,26300,27000,363028,0.013133208255159401
2020-06-02,26850,27200,26550,26950,519750,-0.0018518518518518823
2020-06-03,27750,28750,27400,28050,1129134,0.04081632653061229
2020-06-04,28450,28650,27300,27800,644908,-0.0089126559714795
2020-06-05,27650,27950,27350,27900,440753,0.003597122302158251
2020-06-08,28350,28800,27850,28600,627219,0.02508960573476693
2020-06-09,28800,29100,27900,28200,463737,-0.013986013986013957
2020-06-10,28100,28200,27200,27550,473295,-0.023049645390070927
2020-06-11,27250,27650,26800,27050,474844,-0.01814882032667875
2020-06-12,25200,25800,25000,25500,966801,-0.05730129390018479
2020-06-15,25050,25050,23200,23200,850666,-0.09019607843137256
