Date,Open,High,Low,Close,Volume,Change
2020-01-02,13700,13750,13500,13550,32229,-0.014545454545454528
2020-01-03,13650,13650,13550,13550,10378,0.0
2020-01-06,13550,13650,13250,13450,46969,-0.0073800738007380184
2020-01-07,13550,13550,13300,13350,23732,-0.0074349442379182396
2020-01-08,13400,13400,13000,13150,86053,-0.014981273408239737
2020-01-09,13250,13300,13100,13100,19050,-0.0038022813688213253
2020-01-10,13200,13250,13050,13100,12195,0.0
2020-01-13,13100,13300,13100,13250,14147,0.011450381679389388
2020-01-14,13250,13300,13200,13300,15271,0.0037735849056603765
2020-01-15,13300,13400,13200,13350,15625,0.003759398496240518
2020-01-16,13400,13400,13150,13250,52044,-0.0074906367041198685
2020-01-17,13250,13300,13200,13250,46282,0.0
2020-01-20,13250,13300,13200,13250,29437,0.0
2020-01-21,13300,13300,13200,13250,34299,0.0
2020-01-22,13250,13350,13200,13350,13793,0.007547169811320753
2020-01-23,13350,13350,13200,13350,17734,0.0
2020-01-28,13050,13150,12800,12950,94293,-0.029962546816479363
2020-01-29,13000,13050,12900,12950,33098,0.0
2020-01-30,13000,13050,12900,12900,42061,-0.0038610038610038533
2020-01-31,12900,13000,12750,12800,61630,-0.007751937984496138
2020-02-03,12700,12850,12600,12750,79555,-0.00390625
2020-02-04,12900,12900,12750,12800,22696,0.0039215686274509665
2020-02-05,12900,12900,12750,12800,17256,0.0
2020-02-06,12900,13300,12850,13150,44922,0.02734375
2020-02-07,13200,13200,13000,13150,11770,0.0
2020-02-10,13150,13150,12950,12950,16934,-0.01520912547528519
2020-02-11,12950,13100,12900,13000,22135,0.0038610038610038533
2020-02-12,13000,13100,12950,13050,9836,0.0038461538461538325
2020-02-13,13050,13150,13000,13100,10033,0.003831417624521105
2020-02-14,13150,13150,13000,13000,8361,-0.007633587786259555
2020-02-17,13000,13050,12900,13050,13330,0.0038461538461538325
2020-02-18,13100,13100,12900,13000,84008,-0.003831417624521105
2020-02-19,13050,13050,12900,12950,8440,-0.0038461538461538325
2020-02-20,13000,13050,12800,12950,24622,0.0
2020-02-21,12900,12950,12750,12800,41764,-0.01158301158301156
2020-02-24,12600,12650,12550,12650,68419,-0.01171875
2020-02-25,12600,12700,12500,12700,38185,0.0039525691699604515
2020-02-26,12700,12800,12600,12750,65519,0.003937007874015741
2020-02-27,12800,12900,12650,12700,27949,-0.0039215686274509665
2020-02-28,12600,12650,12250,12350,148952,-0.027559055118110187
2020-03-02,12350,12500,12200,12350,78228,0.0
2020-03-03,12450,12600,12350,12400,52257,0.004048582995951344
2020-03-04,12400,12500,12400,12500,16914,0.008064516129032251
2020-03-05,12550,12650,12500,12550,48740,0.0040000000000000036
2020-03-06,12500,12600,12300,12400,37120,-0.01195219123505975
